Name,Event,Description,Current Type,Current Nurturing,Date
Jana Mooney,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Lynda Austin,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Rebecca Blatt,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-12T17:02:50.000Z,,,12/01/2021 17:03
Loretta Ramsey,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Engaged,12/01/2021 17:03
Jennifer Barrett,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Chris Davis,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Danielle Ohaver,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Team,,12/01/2021 17:03
Clorinda Powell,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,Attended Meeting,12/01/2021 17:03
Paul Lomeli,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Not a lead,Not an opportunity,12/01/2021 17:03
Alfredo Choi,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,,12/01/2021 17:03
Florencia Muldrow,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Jennifer Condra,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Jeremy Taylor,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Attended Meeting,12/01/2021 17:03
Susan Alvarez,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Contributing  Member,Attended Meeting,12/01/2021 17:03
Daisy Williams,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Emma Sievers,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Kyle Kelly,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Michael Nasuti,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Herman Gonzalez,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Anna Mosley,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Toni Wriedt,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Edward Barber,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Katelyn Triplett,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Attended Meeting,12/01/2021 17:03
George Hatfield,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Initial Engagement,12/01/2021 17:03
Elizabeth Merritt,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Mary Trigg,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Guadalupe Richardson,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Trial Member,Engaged,12/01/2021 17:03
Kirk Hiatt,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Not an opportunity,12/01/2021 17:03
Leslie Warren,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Team,,12/01/2021 17:03
Elaine Downie,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Engaged,12/01/2021 17:03
Shirley Lopez,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Luis Logue,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Not an opportunity,12/01/2021 17:03
Jeremy Bourg,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Grace Sturgeon,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Opportunity,12/01/2021 17:03
Audrey Desjardins,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Yolanda Vandemark,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Kristina Grieco,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Confirmed Meeting Attendee,12/01/2021 17:03
Katherine Schmidt,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Shawn James,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Contributing  Member,Attended Meeting,12/01/2021 17:03
Rick Bushnell,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,,12/01/2021 17:03
Adele Thompson,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Not an opportunity,12/01/2021 17:03
John Yanes,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Sheila Stupka,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-12T17:02:50.000Z,Team,,12/01/2021 17:03
Michael Verdugo,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Mitchell Graf,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Theresa Atkinson,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Initial Engagement,12/01/2021 17:03
Debra Young,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
James Spears,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Melody Stout,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,Attended Meeting,12/01/2021 17:03
Carolyn Kennedy,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Travis Purnell,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Not an opportunity,12/01/2021 17:03
James Jones,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Debra Foley,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Initial Engagement,12/01/2021 17:03
Marlene Etheridge,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Carolyn Obrien,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Willie Paul,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Charles West,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Confirmed Meeting Attendee,12/01/2021 17:03
Barbara Randle,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Gerald Koch,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Engaged,12/01/2021 17:03
Harley Cowart,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
William Hester,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Contributing  Member,,12/01/2021 17:03
Vincent Rollo,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Paul Walker,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Carl Williams,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Levi Siler,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Mary Marks,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,Attended Meeting,12/01/2021 17:03
Francis Belisle,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
John Contreras,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Francis Dugat,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Laurie Carney,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Rosie Mcgowan,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Joseph Chang,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,,12/01/2021 17:03
Vaughn Smith,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Whitney Horning,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Contributing  Member,Not an opportunity,12/01/2021 17:03
Carolyn Stone,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Douglas Williamson,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Alberto Nigro,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Not an opportunity,12/01/2021 17:03
Ralph Beaver,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Richard Agudo,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Post Meeting Follow-up Completed,12/01/2021 17:03
George Bobbitt,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Confirmed Meeting Attendee,12/01/2021 17:03
Bonny Somogyi,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Mei Menefield,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Dean Glenn,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Nathan Bastian,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,,12/01/2021 17:03
Delbert Smith,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Rita Valdez,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Team,Attended Meeting,12/01/2021 17:03
Shannon Jordan,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Sheila Chen,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Michael Jaramillo,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,,12/01/2021 17:03
Charles Guerrero,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Hazel Rainwater,Lead Pipeline Update,Status: Qualified - Nurturing: Opportunity;2021-01-12T17:02:50.000Z,Lead,Opportunity,12/01/2021 17:03
Dorothy Murray,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,Attended Meeting,12/01/2021 17:03
Edward Aller,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Attended Meeting,12/01/2021 17:03
Craig Edwards,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Not an opportunity,12/01/2021 17:03
Rosa Swindler,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Buster Reese,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Gina Stump,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Richard Cope,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Candice Mullens,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Initial Engagement,12/01/2021 17:03
Vivian Davis,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,,12/01/2021 17:03
Vincent Gray,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Corina Rodgers,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Not an opportunity,12/01/2021 17:03
Melissa Jackson,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Not an opportunity,12/01/2021 17:03
John Munson,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Engaged,12/01/2021 17:03
David Aitken,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Francesca Pattison,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Team,,12/01/2021 17:03
Tanner Moss,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Elaine Waldrup,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Meghan Hogan,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,Not a lead,Not an opportunity,12/01/2021 17:03
Conrad Franko,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Rebecca Bowlin,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Susana Gilbert,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Tommy Tibolla,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Joan Singleton,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Confirmed Meeting Attendee,12/01/2021 17:03
Sarah Zirkle,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Kecia Brangers,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Contributing  Member,Engaged,12/01/2021 17:03
Arnold Quinones,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
John Jones,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Judy James,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,Opportunity,12/01/2021 17:03
Edward Walters,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Shannon Hebert,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Eric Stewart,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Engaged,12/01/2021 17:03
Dolores Arnold,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,,12/01/2021 17:03
William Caudel,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Rose Harris,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Contributing  Member,Attended Meeting,12/01/2021 17:03
Stephen Davenport,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Attended Meeting,12/01/2021 17:03
Roseanne Gazaille,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
William Laclair,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,,12/01/2021 17:03
Petra Steier,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Initial Engagement,12/01/2021 17:03
Harvey Kawachi,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Attended Meeting,12/01/2021 17:03
Nancy Quarles,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,Attended Meeting,12/01/2021 17:03
Jeanne Jordan,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Richard Thibodaux,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Erika Miller,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Kirk Moss,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Delores Ogden,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-12T17:02:50.000Z,Team,,12/01/2021 17:03
Susan Ogrady,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Sharon King,Lead Pipeline Update,Status: Qualified - Nurturing: Opportunity;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
Michael Tejeda,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Huong Long,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Sheila Salazar,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Mary Antoniou,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Michael Villicana,Lead Pipeline Update,Status: Qualified - Nurturing: Opportunity;2021-01-12T17:02:50.000Z,Lead,Opportunity,12/01/2021 17:03
Sheron Hernandez,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Attended Meeting,12/01/2021 17:03
Sharon Miller,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Initial Engagement,12/01/2021 17:03
Carl Pirtle,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Not a lead,Not an opportunity,12/01/2021 17:03
David Thomas,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Karen Dunham,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-12T17:02:50.000Z,,,12/01/2021 17:03
Regina Payne,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Lead,Attended Meeting,12/01/2021 17:03
Priscilla Chan,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Wilma Hansen,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-12T17:02:50.000Z,,Not an opportunity,12/01/2021 17:03
Robert Hernandez,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-12T17:02:50.000Z,Paying Member,,12/01/2021 17:03
